0,1,2,3,4
36653.304858636,2234000,212,2231800,127
36653.337715772,2234000,212,2231800,27
36653.451337501,2234000,212,2231800,127
36653.48532041,2234000,212,2231900,100
36653.485592871,2234000,212,2231900,107
36653.486136075,2234000,212,2231900,122
36654.987144923,2234000,212,2232000,100
36654.988649373,2234000,212,2232000,115
36655.717819695,2234000,212,2232000,122
36656.267220876,2234000,212,2232000,22
36658.36256619,2234000,12,2232000,22
36658.36256619,2234400,16,2232000,22
36658.363336361,2234400,2,2232000,22
36658.363494433,2234400,2,2232000,122
36658.363560247,2234400,2,2232400,12
36658.364487666,2234400,2,2232400,27
36658.364694778,2234400,2,2232800,100
36658.366278143,2234400,2,2232800,115
36658.370342419,2234600,114,2232800,115
36658.374208103,2234600,114,2232800,15
36658.380112302,2234600,14,2232800,15
36658.380148038,2234700,12,2232800,15
36658.38075314,2235000,300,2232800,15
36658.38082269,2235000,100,2232800,15
36658.381904042,2235000,112,2232800,15
36658.385135011,2235000,12,2232800,15
36658.391068571,2235000,12,2232800,115
36658.441035378,2235100,200,2232800,115
36658.441701104,2235100,212,2232800,115
36658.442999837,2235100,212,2232900,100
36658.443307664,2235100,212,2233100,15
36658.879409533,2235100,212,2232800,22
36658.879475071,2235100,226,2232800,22
36659.036362317,2235100,326,2232800,22
36659.046143955,2234800,100,2232800,22
36659.04649292,2234800,100,2232800,7
36659.046552533,2234800,114,2232800,7
36659.046577103,2234800,126,2232800,7
36659.046722641,2234800,126,2232400,12
36659.156518888,2234800,26,2232400,12
36659.157627082,2234800,26,2232400,27
36660.018815415,2234800,26,2232800,100
36660.019150915,2234800,12,2232800,100
36660.019250377,2234800,12,2232800,119
36660.019351157,2235100,226,2232800,119
36660.019409203,2235100,226,2232800,135
36660.022722596,2235100,226,2233100,19
36661.460058047,2235100,226,2233200,100
36661.461105829,2235100,212,2233200,100
36661.461201054,2235100,212,2233200,119
36661.563852628,2235100,212,2233200,19
36662.867680649,2234700,5,2233200,19
36666.875255023,2234700,5,2233100,26
36668.708040892,2235300,116,2233100,26
36668.70825478,2235300,16,2233100,26
36668.709151233,2235400,18,2233100,26
36668.709843929,2235400,18,2233500,16
36669.295073981,2235600,14,2233500,16
36669.295142544,2235600,14,2233500,36
36669.295303046,2235700,16,2233500,36
36669.295858591,2236000,100,2233500,36
36669.296930712,2236000,116,2233500,36
36669.361398772,2236000,116,2234200,19
36669.382483697,2236000,16,2234200,19
36669.382771521,2236300,400,2234200,19
36669.383666105,2236300,300,2234200,19
36669.38397024,2236300,316,2234200,19
36669.407118036,2236300,216,2234200,19
36669.413198611,2236200,100,2234200,19
36669.417190897,2236300,216,2234200,19
36669.418823575,2236300,316,2234200,19
36669.419628001,2236300,116,2234200,19
36669.420037606,2236300,16,2234200,19
36669.758484379,2236300,34,2234200,19
36670.102870933,2236300,16,2234200,19
36670.169434484,2236300,34,2234200,19
36670.223557504,2236300,134,2234200,19
36670.954918501,2236300,34,2234200,19
36670.964701477,2235000,100,2234200,19
36670.96531734,2235000,100,2233900,16
36670.965378759,2235000,100,2233500,36
36670.966386995,2235000,100,2233500,20
36671.033943308,2235600,16,2233500,20
36671.034188029,2235600,16,2233500,36
36671.037059469,2235600,16,2233600,19
36671.051932931,2235700,18,2233600,19
36671.532263264,2235800,18,2233600,19
36671.551256875,2235900,16,2233600,19
36671.551910433,2235900,16,2233800,16
36671.558657538,2235900,16,2233800,36
36671.562605006,2235900,16,2233800,43
36671.69446058,2236300,116,2233800,43
36671.759199132,2236300,16,2233800,43
36671.787185846,2236300,30,2233800,43
36671.788043715,2236300,48,2233800,43
36671.788167452,2236300,148,2233800,43
36671.831588902,2236200,100,2233800,43
36671.832391411,2236200,118,2233800,43
36671.83456118,2236200,18,2233800,43
36672.464167652,2236100,200,2233800,43
36672.464857974,2236100,218,2233800,43
36672.465746589,2235900,100,2233800,43
36672.465758498,2235900,100,2233800,27
36672.466434781,2235900,116,2233800,27
36672.47625077,2235900,16,2233800,27
36672.766623601,2235800,200,2233800,27
36677.235013771,2234800,500,2233800,27
36677.235909213,2234800,500,2233800,7
36677.243839786,2234800,500,2233700,7
36677.243874071,2234800,500,2233600,26
36677.243919961,2234800,500,2233600,19
36677.244324267,2234800,500,2233500,7
36677.245956865,2234800,500,2233100,20
36681.831672628,2234800,500,2233200,1
36682.872107632,2234800,500,2233200,21
36683.3995788,2234800,500,2233200,20
36684.473400532,2234800,700,2233200,20
36684.875173397,2234800,700,2233300,1
36685.26941713,2234800,700,2233300,21
36685.275943939,2234800,500,2233300,21
36686.575815117,2234800,500,2233300,1
36687.575609437,2234800,500,2233300,21
36691.849252603,2234800,500,2233300,1
36691.861954894,2234800,500,2233300,1
36692.420666583,2234800,500,2233300,21
36692.470961146,2234800,500,2233300,1
36692.547225247,2234800,500,2233300,21
36694.670875933,2234700,100,2233300,21
36694.671218675,2234700,184,2233300,21
36700.983935919,2234700,184,2233300,20
36706.314546453,2234700,184,2233700,100
36706.674503169,2234700,184,2233700,100
36706.674503169,2234700,100,2233700,100
36706.676473023,2234700,84,2233700,100
36706.676473023,2234800,500,2233700,100
36706.676513504,2234800,500,2233500,20
36706.67658801,2234800,484,2233500,20
36706.683214572,2234800,284,2233500,20
36706.683259304,2234800,184,2233500,20
36706.683315842,2235500,16,2233500,20
36706.683540503,2235900,220,2233500,20
36706.683602911,2235900,220,2233500,36
36706.68442513,2235900,220,2233800,19
36706.684643486,2235900,236,2233800,19
36706.68475991,2235900,236,2233800,26
36706.685162986,2235900,136,2233800,26
36706.685211205,2235900,36,2233800,26
36706.699794695,2235900,18,2233800,26
36706.820624108,2235900,18,2234100,100
36706.82089716,2235900,18,2234100,120
36706.821170397,2235900,2,2234100,120
36706.822103386,2235900,2,2234400,19
36706.892284202,2235900,2,2234400,19
36706.892284202,2235900,2,2234100,120
36708.138108617,2235900,2,2234100,20
36708.175831384,2235900,102,2234100,20
36708.788576574,2235900,100,2234100,20
36708.788576574,2235900,14,2234100,20
36708.7886991,2236000,16,2234100,20
36708.790295917,2236300,19,2234100,20
36708.791724275,2236300,19,2234100,36
36708.795082751,2236300,19,2234600,100
36708.815875978,2236500,16,2234600,100
36708.818654979,2236500,16,2234400,19
36708.851334794,2236500,35,2234400,19
36708.860036919,2236500,35,2234400,26
36708.872697966,2236500,49,2234400,26
36710.114869099,2236500,49,2234600,100
36710.302236816,2236500,30,2234600,100
36710.302309739,2236500,30,2234600,119
36710.361827829,2236500,30,2234600,19
36710.864078138,2236500,30,2235000,100
36710.864339744,2236500,14,2235000,100
36710.864611435,2236600,100,2235000,100
36711.214696379,2236600,100,2234800,19
36712.202859602,2236600,100,2234600,19
36712.202913241,2236600,119,2234600,19
36712.205146844,2236400,100,2234600,19
36712.206720694,2236400,116,2234600,19
36712.237726045,2236400,116,2234400,7
36712.23778106,2236400,135,2234400,7
36712.245254475,2236400,135,2234100,16
36712.246060232,2236400,135,2233500,16
36712.249144504,2236400,135,2233500,35
36712.876706884,2236400,149,2233500,35
36714.307441226,2236400,149,2233500,42
36715.093232797,2236400,149,2234700,200
36715.353519584,2236400,130,2234700,200
36715.353703878,2236400,30,2234700,200
36715.354390751,2236400,14,2234700,200
36715.363796722,2236600,100,2234700,200
36715.385510594,2236600,100,2234700,219
36718.94751512,2236000,100,2234700,219
36718.952687183,2236000,200,2234700,219
36719.06831132,2236000,200,2235000,100
36719.446225464,2236000,200,2234700,219
36721.220819732,2236000,100,2234700,219
36722.916075008,2236000,200,2234700,219
36723.700928444,2236000,200,2234700,219
36723.703098553,2235900,2,2234700,219
36723.704010775,2235900,2,2234700,219
36723.706343688,2235900,1,2234700,219
36723.707475627,2236000,200,2234700,219
36723.707475627,2235900,3,2234700,219
36726.532357961,2235900,3,2234900,10
36727.211197828,2235900,3,2234900,29
36727.211283067,2235900,3,2234900,19
36727.211395469,2235900,3,2235000,10
36727.215035033,2235800,200,2235000,10
36727.215114755,2235800,200,2234900,19
36727.215204295,2235800,200,2234900,29
36727.246193661,2235700,3,2234900,29
36727.247549095,2235700,3,2234900,10
36727.247629385,2235700,3,2234700,219
36727.247722676,2235700,3,2234800,10
36727.247857205,2235700,3,2234700,219
36727.247938752,2235700,3,2234800,10
36727.248015458,2235700,3,2234700,219
36727.248087093,2235700,3,2234700,229
36727.248156617,2235700,3,2234700,219
36727.782706407,2235400,100,2234700,219
36727.782843338,2235300,3,2234700,219
36727.783074913,2235400,100,2234700,219
36727.783074913,2235400,3,2234700,219
36727.783412363,2235800,200,2234700,219
36727.783440193,2235800,200,2234700,200
36727.784398861,2235800,200,2235000,100
36727.787899737,2235800,300,2235000,100
36728.111663163,2235800,300,2234700,200
36728.112325368,2235800,300,2235100,100
36728.112974979,2235800,300,2234700,200
36728.113618963,2235800,300,2234900,100
36728.113705727,2235800,300,2234900,200
36729.523467498,2235800,300,2234900,100
36730.322549916,2235800,300,2234700,200
36730.323255341,2235800,300,2234800,100
36730.323345203,2235800,300,2234800,200
36732.359740451,2235800,300,2234800,100
36732.359824974,2235800,300,2234700,200
36732.360422009,2235800,300,2235100,100
36732.37319705,2235800,106,2235100,100
36732.533446964,2235800,206,2235100,100
36733.329101722,2235800,206,2235100,100
36733.329101722,2235800,206,2235100,100
36733.329101722,2235800,206,2235100,99
36733.332233586,2235800,206,2234700,200
36733.336056716,2235800,306,2234700,200
36735.394986921,2235800,306,2234700,198
36736.346915378,2235800,206,2234700,198
36737.528932176,2235800,206,2234900,100
36737.964336134,2235800,206,2234700,198
36740.612600218,2235800,306,2234700,198
36741.854460984,2235800,206,2234700,198
36742.163910894,2235800,206,2235000,100
36742.514302639,2235800,206,2234700,198
36743.014427417,2235800,106,2234700,198
36743.059956164,2235000,100,2234700,198
36743.060071868,2235000,1,2234700,198
36743.060103081,2235800,106,2234700,198
36743.062683701,2235800,6,2234700,198
36744.119690429,2236000,300,2234700,198
36744.913952094,2236000,300,2234700,198
36746.59950442,2236000,300,2235000,50
36746.599594617,2236000,300,2235000,150
36746.748829749,2236000,300,2235000,50
36749.725185467,2236000,500,2235000,50
36749.726165688,2236000,600,2235000,50
36749.751570006,2236000,500,2235000,50
36749.76550789,2235400,100,2235000,50
36749.765599282,2235400,100,2235000,50
36749.766402483,2235400,100,2234700,198
36752.048547519,2235300,100,2234700,198
36752.528629875,2235200,100,2234700,198
36753.740881287,2235100,100,2234700,198
36755.863232959,2235100,200,2234700,198
36756.304922382,2235000,100,2234700,198
36756.539256383,2234900,100,2234700,198
36757.725390366,2235000,100,2234700,198
36757.728025961,2234900,100,2234700,198
36757.73509404,2235000,100,2234700,198
36757.73533795,2234900,100,2234700,198
36757.745978196,2235000,100,2234700,198
36757.745978196,2235000,100,2234700,198
36757.746224911,2234900,100,2234700,198
36757.924972401,2235000,100,2234700,198
36757.92534276,2235100,100,2234700,198
36757.925459706,2235400,100,2234700,198
36757.930303372,2235400,100,2234700,298
36757.930388186,2236000,200,2234700,298
36759.217987801,2236000,100,2234700,298
36760.710451566,2236000,100,2234700,298
36762.363792937,2236000,100,2234800,100
36762.363882194,2236000,100,2234800,200
36762.849502757,2236000,100,2234800,100
36762.849582158,2236000,100,2234700,298
36767.514168009,2236000,100,2234900,100
36767.514273419,2236000,100,2234900,200
36767.515338275,2235800,100,2234900,200
36767.596160447,2235800,100,2234900,100
36767.597423836,2235800,100,2234700,298
36767.721094537,2236000,100,2234700,298
36769.351707829,2236000,100,2235000,500
36774.930274973,2236000,100,2235000,600
36780.314257732,2236000,100,2235200,100
36780.314353937,2236000,100,2235200,200
36780.315552215,2236400,100,2235200,200
36780.316828595,2236400,100,2235200,100
36780.316898621,2236400,100,2235000,600
36780.321664057,2236500,200,2235000,600
36780.322356059,2236900,116,2235000,600
36780.322840814,2236900,16,2235000,600
36780.323349667,2237000,200,2235000,600
36780.323441214,2237000,200,2235000,619
36780.325141568,2237100,100,2235000,619
36780.325709923,2237200,200,2235000,619
36780.326599496,2237200,200,2235300,19
36780.326687371,2237200,200,2235300,119
36780.326904212,2237200,200,2236000,100
36780.326998218,2237200,200,2236000,200
36780.328505906,2237200,200,2236000,200
36780.328505906,2237200,200,2236000,200
36780.328887295,2237300,14,2236000,200
36780.329097339,2237400,16,2236000,200
36780.329428785,2237500,400,2236000,200
36780.343244138,2237100,100,2236000,200
36780.999137796,2237100,100,2236000,100
36781.839250019,2237100,100,2236000,200
36782.664470316,2236600,2,2236000,200
36784.018351289,2237100,100,2236000,200
36784.018351289,2237100,2,2236000,200
36785.661153616,2237500,200,2236000,200
36786.340786895,2237400,100,2236000,200
36786.869288011,2237400,200,2236000,200
36788.032644513,2237400,100,2236000,200
36788.033651899,2237400,300,2236000,200
36788.457426828,2237400,400,2236000,200
36788.73886607,2237300,100,2236000,200
36791.096226728,2237300,200,2236000,200
36791.835120669,2237300,200,2236000,100
36791.841077831,2237300,200,2236400,100
36791.841167972,2237300,200,2236400,200
36792.210707016,2237100,200,2236400,200
36793.06404587,2237100,200,2236400,100
36794.023351736,2237100,300,2236400,100
36794.201176488,2237100,400,2236400,100
36794.215173279,2237100,500,2236400,100
36794.220071927,2237100,400,2236400,100
36794.714380415,2237100,300,2236400,100
36795.845733144,2237000,100,2236400,100
36801.951784174,2237000,100,2236000,100
36801.979795111,2236900,100,2236000,100
36801.98539512,2236900,100,2235500,400
36802.017085145,2236900,114,2235500,400
36802.756264797,2236800,100,2235500,400
36807.406093711,2236300,100,2235500,400
36807.40785325,2236300,100,2235500,400
36808.821663578,2236200,100,2235500,400
36808.887250217,2236200,100,2235500,400
36821.98428015,2236200,100,2235500,100
36821.984373625,2236200,100,2235000,500
36821.984573568,2236200,100,2235500,100
36821.985369394,2236200,100,2235000,500
36821.98828633,2236100,100,2235000,500
36828.313598386,2236100,100,2235000,500
36831.224545694,2236000,2,2235000,500
36833.366781074,2236100,100,2235000,500
36833.366781074,2236000,3,2235000,500
36833.425492482,2235900,100,2235000,500
36833.426018472,2235800,3,2235000,500
36834.119859514,2235800,3,2235000,600
36841.140565458,2235800,3,2235000,600
36841.14108092,2235800,3,2235000,600
36841.14108092,2235800,3,2235000,596
36841.142824231,2235800,3,2235000,396
36841.142862684,2235800,3,2235000,340
36841.142962845,2235800,3,2235000,100
36841.142962845,2235800,3,2235000,8
36841.143064239,2235800,3,2234700,100
36841.143677678,2235100,400,2234700,100
36841.143943105,2235100,400,2234700,8
36841.145140006,2235100,500,2234700,8
36841.14536059,2235100,500,2234200,19
36841.146857173,2235000,3,2234200,19
36841.156198468,2235000,3,2233700,100
36841.156889168,2235000,103,2233700,100
36841.188174151,2235000,3,2233700,100
36841.207707784,2235000,103,2233700,100
36841.210080724,2235000,103,2233500,19
36841.244368319,2235000,103,2233400,100
36842.186209799,2235000,103,2233400,100
36842.615180415,2235000,102,2233400,100
36842.61611749,2235000,100,2233400,100
36842.61611749,2235000,103,2233400,100
36842.618124184,2235000,100,2233400,100
36842.618124184,2235000,104,2233400,100
36844.486891144,2235000,104,2233400,119
36844.945731265,2235000,104,2233400,100
36845.081370841,2235000,104,2233400,119
36845.148784186,2235000,104,2233400,100
36848.833341938,2235000,123,2233400,100
36848.83406476,2235000,137,2233400,100
36848.836545829,2234600,100,2233400,100
36848.837088453,2234500,4,2233400,100
36848.838353817,2234500,104,2233400,100
36849.213581983,2234500,4,2233400,100
36849.639809439,2235000,133,2233400,100
36849.639809439,2234900,4,2233400,100
36852.699494003,2234900,4,2233400,119
36854.488156701,2234900,4,2233400,19
36859.149404951,2234100,100,2233400,19
36859.149595955,2234000,4,2233400,19
36859.149716031,2234100,100,2233400,19
36859.150822987,2235000,100,2233400,19
36859.169260673,2235000,100,2233300,19
36860.011788716,2235000,100,2233100,7
36860.018739766,2235000,100,2233000,100
36860.035629236,2235000,100,2233000,119
36861.089904233,2235000,100,2233000,126
36862.465456563,2235000,100,2233000,226
36862.477489467,2235000,100,2233100,100
36862.477594718,2235000,100,2233100,200
36862.477698113,2235000,100,2233100,200
36862.478277389,2235000,100,2233400,19
36862.478398699,2235000,100,2233400,119
36862.483251116,2235100,14,2233400,119
36862.484150973,2235600,116,2233400,119
36862.484523588,2235600,16,2233400,119
36862.484936239,2235600,16,2233600,16
36862.484971854,2235600,16,2233900,100
36862.485062241,2235600,16,2233900,200
36862.485239232,2235600,16,2233900,219
36862.485464988,2235900,100,2233900,219
36862.488633312,2235900,300,2233900,219
36862.488844308,2235000,100,2233900,219
36862.489068802,2235900,300,2233900,219
36862.562005886,2235900,300,2233900,119
36863.794368183,2235900,200,2233900,119
36863.803943422,2235900,200,2233900,126
36863.989926539,2236200,16,2233900,126
36863.989926539,2236100,200,2233900,126
36863.992980155,2236100,200,2234400,19
36863.993070027,2236100,200,2234400,119
36863.993560436,2236200,16,2234400,119
36863.993925945,2236300,200,2234400,119
36864.004045547,2236300,200,2234500,100
36864.004138165,2236300,200,2234500,200
36864.00430524,2236300,200,2234500,219
36864.007566168,2236300,200,2234500,119
36864.007686826,2236300,200,2234700,19
36864.007818497,2236300,200,2234700,119
36864.01373399,2236400,16,2234700,119
36864.014370547,2236500,400,2234700,119
36864.026815091,2236500,400,2234700,100
36864.027060975,2236500,400,2234500,19
36864.028730733,2236200,16,2234500,19
36864.049403493,2236200,16,2234300,7
36864.062421559,2236200,16,2234200,7
36864.523349832,2236200,16,2234100,16
36864.524306451,2236200,16,2234100,35
36864.581988889,2236200,16,2234300,100
36864.582084241,2236200,16,2234300,200
36864.582649066,2236200,16,2234300,219
36865.584618303,2236200,16,2234300,119
36866.532353779,2235900,10,2234300,119
36866.709088757,2236200,16,2234300,119
36866.709177192,2235800,10,2234300,119
36866.710361924,2236200,16,2234300,119
36866.710439938,2235900,10,2234300,119
36866.710560979,2236200,16,2234300,119
36866.710642374,2235900,10,2234300,119
36866.713554138,2236200,16,2234300,119
36866.713638121,2235800,10,2234300,119
36867.102270164,2236200,16,2234300,119
36867.102362277,2235900,10,2234300,119
36867.940773282,2236200,16,2234300,119
36867.940869949,2235800,10,2234300,119
36868.047011556,2236200,16,2234300,119
36868.047099718,2235900,10,2234300,119
36869.445706315,2236300,14,2234300,119
36869.445800879,2236000,10,2234300,119
36869.446165357,2236300,14,2234300,119
36869.446253925,2235900,10,2234300,119
36869.446374061,2236300,14,2234300,119
36869.44645442,2236000,10,2234300,119
36869.446603233,2236300,14,2234300,119
36869.446680448,2236000,10,2234300,119
36869.446833606,2236300,14,2234300,119
36869.446921398,2236000,10,2234300,119
36869.447043737,2236000,10,2234700,100
36869.447053281,2236300,14,2234700,100
36869.447147458,2236300,14,2234700,200
36869.447387496,2236400,33,2234700,200
36869.447571842,2236400,14,2234700,200
36869.448015036,2236400,14,2234700,100
36869.448093947,2236400,14,2234400,19
36869.448871703,2236400,33,2234400,19
36869.454534349,2236300,200,2234400,19
36869.734834941,2236300,200,2234300,19
36869.734925874,2236300,219,2234300,19
36869.736434858,2236100,16,2234300,19
36869.737051275,2236300,219,2234300,19
36869.763932705,2236200,19,2234300,19
36869.824666565,2236300,219,2234300,19
36869.84203779,2236300,219,2234400,19
36869.842143342,2236300,219,2234400,119
36869.843080705,2236300,200,2234400,119
36869.845526433,2236300,200,2234500,19
36869.845613756,2236300,200,2234500,119
36870.036034261,2236300,200,2234500,100
36870.036128704,2236300,200,2234400,19
36870.052383811,2236300,200,2234300,7
36870.052452264,2236300,219,2234300,7
36870.053671221,2236300,219,2234200,7
36870.064996985,2236300,219,2234100,7
36872.254357242,2236300,233,2234100,7
36873.01457954,2236300,233,2234700,100
36873.014669094,2236300,233,2234700,200
36873.314715144,2236300,233,2234700,100
36873.314794152,2236300,233,2234100,26
36873.315454542,2236000,16,2234100,26
36873.315970972,2236300,233,2234100,26
36877.158387444,2236300,233,2234100,7
36877.16267233,2236300,333,2234100,7
36877.196234012,2236300,333,2234000,7
36877.198587445,2235700,16,2234000,7
36877.244726455,2235700,16,2233900,7
36877.244737525,2235700,16,2233600,16
36877.247184827,2235700,35,2233600,16
36877.247667842,2235700,35,2233500,100
36877.248681491,2235700,35,2233500,116
36877.250218955,2235700,35,2233500,135
36877.664357487,2235700,135,2233500,135
36878.031799399,2235700,35,2233500,135
36878.033300849,2235700,16,2233500,135
36878.036975106,2235800,19,2233500,135
36878.038299535,2235800,19,2233700,16
36878.038396464,2235800,19,2233700,116
36878.060376765,2236200,16,2233700,116
36878.060447266,2236200,16,2233700,135
36878.066432578,2236200,16,2234400,19
36878.066520371,2236200,16,2234400,119
36878.612625614,2236300,314,2234400,119
36878.794477831,2236300,314,2234400,19
36878.817759204,2236300,314,2233700,35
36878.817829239,2236300,333,2233700,35
36878.819709543,2235500,16,2233700,35
36878.820249656,2236300,333,2233700,35
36878.828684522,2236300,319,2233700,35
36879.25953894,2236300,319,2233700,42
36880.029295215,2235700,100,2233700,42
36880.03032667,2235700,100,2233700,26
36880.030380454,2235700,116,2233700,26
36880.030415709,2235700,135,2233700,26
36880.030533199,2235700,135,2233700,19
36880.031444294,2235700,135,2233500,100
36880.034583475,2235600,19,2233500,100
36880.035153028,2235600,19,2233500,119
36880.848225646,2235600,33,2233500,119
36884.095126834,2235600,33,2233500,126
36884.4737447,2235600,14,2233500,126
36884.484824258,2235700,249,2233500,126
36884.512887754,2235700,249,2233800,19
36884.512987095,2235700,249,2233800,119
36884.516222379,2235700,230,2233800,119
36887.252503181,2235700,230,2233800,100
36887.252560089,2235700,249,2233800,100
36887.252610303,2235700,249,2233700,7
36887.25347776,2235500,16,2233700,7
36887.25813927,2235500,116,2233700,7
36887.26443807,2235500,116,2233600,7
36887.297308286,2235500,135,2233600,7
36887.302248104,2235500,135,2233500,126
36887.487276334,2235500,35,2233500,126
36887.488578319,2235500,16,2233500,126
36887.488934635,2235700,249,2233500,126
36887.621305927,2235700,249,2234700,100
36887.621393526,2235700,249,2234700,200
36887.621609234,2235700,233,2234700,200
36887.621867417,2235700,214,2234700,200
36887.642644942,2235700,214,2234700,100
36889.487578703,2235700,314,2234700,100
36889.498525008,2235700,214,2234700,100
36889.499017234,2235700,200,2234700,100
36893.176318823,2235700,200,2234700,100
36893.176318823,2235700,100,2234700,100
36893.176781613,2235800,100,2234700,100
36893.181027543,2236300,116,2234700,100
36893.181362884,2236300,16,2234700,100
36893.181979934,2236400,100,2234700,100
36893.184436048,2236400,100,2234900,100
36893.184531374,2236400,100,2234900,200
36893.263854353,2236400,100,2234900,100
36893.263927228,2236400,100,2234700,100
36893.685101421,2236700,200,2234700,100
36893.685347851,2236700,214,2234700,100
36893.68540669,2236700,114,2234700,100
36894.539689309,2236700,14,2234700,100
36894.540408742,2236700,14,2234700,119
36894.546223705,2236700,14,2235100,100
36894.546320252,2236700,14,2235100,200
36894.554663071,2236800,16,2235100,200
36894.555169461,2237100,200,2235100,200
36894.572088474,2237100,200,2235100,100
36894.572175042,2237100,200,2235000,7
36894.573348898,2236800,16,2235000,7
36894.57646194,2236800,16,2234700,135
36894.669820756,2236500,100,2234700,135
36894.688925997,2236500,100,2235300,100
36894.689036855,2236500,100,2235300,200
36896.364423132,2236500,100,2235400,100
36896.364520888,2236500,100,2235400,200
36897.177477979,2236500,100,2235400,100
36897.177572238,2236500,100,2235300,100
36897.656436758,2237000,2,2235300,100
36897.683697748,2237000,2,2235700,200
36897.683791091,2237000,2,2235700,300
36897.705844573,2237000,2,2235700,100
36897.70594537,2237000,2,2235600,19
36899.791148262,2237000,2,2235600,119
36901.366492312,2237000,2,2235700,100
36901.366595082,2237000,2,2235700,200
36901.373449706,2237000,2,2235700,100
36901.382392006,2237000,2,2235700,120
36902.224048939,2237000,2,2235700,20
36902.224576076,2237000,2,2235600,119
36904.788719989,2237000,2,2235600,19
36904.889836947,2237000,2,2235700,100
36904.889932741,2237000,2,2235700,200
36905.071638303,2237000,2,2235700,100
36906.687794007,2236400,2,2235700,100
36908.039213542,2236400,2,2235700,100
36908.039213542,2237000,2,2235700,100
36908.043204143,2236400,100,2235700,100
36908.043582265,2237000,2,2235700,100
36920.088447915,2237000,2,2235600,20
36920.190280549,2237000,2,2235800,100
36920.190372959,2237000,2,2235800,200
36921.197123499,2237000,2,2235800,100
36923.870313573,2237000,102,2235800,100
36925.188658034,2237000,102,2235100,20
36925.188943813,2237000,116,2235100,20
36925.189144175,2237000,133,2235100,20
36925.189473244,2237000,153,2235100,20
36925.289008822,2237000,153,2236500,100
36925.289346878,2237000,133,2236500,100
36925.289467722,2237000,116,2236500,100
36925.856767916,2237000,116,2235100,20
36925.85737334,2236900,17,2235100,20
36925.888760056,2236900,37,2235100,20
36925.888806604,2236900,37,2234700,100
36925.933888288,2236900,37,2234700,120
36926.211287571,2236900,37,2234700,127
36926.218472303,2236900,17,2234700,127
36926.219395421,2237000,236,2234700,127
36926.249786703,2237000,236,2235200,20
36926.249882731,2237000,236,2235200,120
36926.261569128,2237000,216,2235200,120
36926.262572223,2237000,116,2235200,120
36926.266820272,2237000,116,2235400,20
36926.266914305,2237000,116,2235400,120
36926.532362467,2236800,10,2235400,120
36926.849936537,2236800,10,2235400,20
36926.886613157,2236800,10,2235200,20
36926.886690031,2237000,116,2235200,20
36926.886781206,2236700,10,2235200,20
36926.886875895,2237000,116,2235200,20
36926.886951772,2236700,10,2235200,20
36926.909622626,2236700,10,2234900,17
36926.909708887,2237000,116,2234900,17
36926.909791666,2236600,10,2234900,17
36926.90988334,2236600,10,2234700,100
36926.910110524,2237000,133,2234700,100
36926.916452663,2237000,133,2234700,120
36926.916516077,2237000,153,2234700,120
36926.925759916,2237000,153,2234700,20
36927.397157345,2237000,153,2234700,27
36927.85539961,2237000,153,2234700,127
36927.883687202,2237000,153,2234700,227
36928.039510539,2237000,153,2234700,127
36928.260465386,2237000,253,2234700,127
36928.328824591,2237000,253,2235900,100
36928.328931871,2237000,253,2235900,200
36928.329051099,2237000,236,2235900,200
36928.387055838,2237000,136,2235900,200
36928.388238285,2237000,116,2235900,200
36940.521216855,2237000,116,2235900,200
36940.521216855,2237000,116,2235900,200
36942.252284866,2237000,116,2235900,200
36942.846405873,2237000,114,2235900,200
36942.846405873,2237000,100,2235900,200
36942.846405873,2237000,16,2235900,200
36942.84863097,2237000,16,2236000,100
36942.848742654,2237100,214,2236000,100
36942.848744723,2237100,214,2236000,200
36942.850289066,2237100,214,2236000,100
36942.850366929,2237100,214,2235900,100
36942.868518924,2237100,200,2235900,100
36943.921572105,2237100,200,2236000,100
36943.921670772,2237100,200,2236000,200
36945.773495017,2237100,200,2236000,100
36945.773575823,2237100,200,2235900,100
36946.532363885,2237100,200,2236100,10
36946.532461379,2237100,200,2236100,110
36952.280501918,2237100,200,2236100,100
36952.280582093,2237100,200,2235900,100
36952.28059907,2237100,200,2236200,10
36952.280689705,2237100,200,2236200,110
36952.280779718,2237100,200,2236200,100
36952.280849445,2237100,200,2235900,100
36952.280861109,2237100,200,2236200,10
36952.280999122,2237100,200,2235900,100
36953.021689504,2237500,100,2235900,100
36953.025171583,2237100,100,2235900,100
36957.191557643,2236800,200,2235900,100
36957.194980953,2236800,100,2235900,100
36957.906803911,2237100,100,2235900,100
36959.873234074,2237100,200,2235900,100
36959.889434699,2237100,300,2235900,100
36967.833353288,2237100,200,2235900,100
36969.832614601,2237100,300,2235900,100
36971.464590081,2237100,200,2235900,100
36971.477568033,2237100,100,2235900,100
36971.477738552,2237100,100,2236000,10
36971.477843936,2237100,100,2236000,110
36971.481021823,2237100,100,2236000,100
36971.481117469,2237100,100,2235900,100
36971.481122938,2237100,100,2236100,10
36971.481230138,2237100,100,2236100,110
36971.48130381,2237100,100,2236100,100
36971.481397132,2237100,100,2236100,110
36971.481416418,2237100,100,2236100,10
36971.481504631,2237100,100,2235900,100
36971.481614947,2237100,100,2236000,10
36971.481717808,2237100,100,2236000,110
36971.481793496,2237100,100,2236000,100
36971.481885045,2237100,100,2235900,100
