0,1,2,3,4
34250.039601702,2244200,100,2239200,10
34250.043063742,2244200,100,2238600,100
34250.043167045,2244200,100,2239000,10
34250.045067535,2244200,100,2238600,100
34250.045175914,2244200,100,2239100,10
34250.061796398,2244200,100,2238600,100
34250.061907749,2244200,100,2239200,10
34250.065065645,2244200,100,2238600,100
34250.065198504,2244200,100,2239000,10
34250.067186589,2244200,100,2238600,100
34250.067315211,2244200,100,2239100,10
34250.118153422,2244200,100,2238600,100
34250.11826538,2244200,100,2239200,10
34250.122089833,2244200,100,2238600,100
34250.122188711,2244200,100,2239000,10
34250.12506722,2244200,100,2238600,100
34250.125182156,2244200,100,2239100,10
34250.141265874,2244200,100,2238600,100
34250.141395469,2244200,100,2239200,10
34250.144986001,2244200,100,2238600,100
34250.145127429,2244200,100,2239000,10
34250.147165195,2244200,100,2238600,100
34250.147287634,2244200,100,2239100,10
34250.162046943,2244200,100,2238600,100
34250.162162958,2244200,100,2239200,10
34250.166330783,2244200,100,2238600,100
34250.166442292,2244200,100,2239000,10
34250.168619584,2244200,100,2238600,100
34250.168721071,2244200,100,2239100,10
34250.192583259,2244200,100,2238600,100
34250.192735934,2244200,100,2239200,10
34250.196326222,2244200,100,2238600,100
34250.196446502,2244200,100,2239000,10
34250.198822272,2244200,100,2238600,100
34250.198937364,2244200,100,2239100,10
34250.515510604,2244200,100,2238600,100
34250.515636631,2244200,100,2239200,10
34250.519298127,2244200,100,2238600,100
34250.519419388,2244200,100,2239000,10
34250.521908377,2244200,100,2238600,100
34250.522019866,2244200,100,2239100,10
34251.918125844,2244200,100,2238600,100
34251.918233582,2244200,100,2239200,10
34251.921881886,2244200,100,2238600,100
34251.92199976,2244200,100,2239000,10
34251.924325204,2244200,100,2238600,100
34251.924428339,2244200,100,2239100,10
34252.028740152,2244200,100,2238600,100
34252.028870194,2244200,100,2239200,10
34252.032883429,2244200,100,2238600,100
34252.033035928,2244200,100,2239000,10
34252.03614053,2244200,100,2238600,100
34252.036267479,2244200,100,2239100,10
34252.047355099,2244200,100,2238600,100
34252.047523286,2244200,100,2239200,10
34252.051142914,2244200,100,2238600,100
34252.051266088,2244200,100,2239000,10
34252.053178863,2244200,100,2238600,100
34252.053304992,2244200,100,2239100,10
34252.170820716,2244100,1,2239100,10
34253.427339906,2244100,1,2238600,100
34256.198160234,2243500,200,2238600,100
34256.200894684,2243500,300,2238600,100
34259.726518101,2243500,300,2238600,100
34259.726518101,2243500,300,2238600,100
34260.059973418,2243500,100,2238600,100
34262.075962987,2243000,100,2238600,100
34262.078737778,2243000,200,2238600,100
34265.642112939,2243000,100,2238600,100
34269.583683523,2241900,183,2238600,100
34269.587736529,2241900,283,2238600,100
34269.863964995,2241300,8,2238600,100
34271.768671447,2241300,8,2238700,1
34273.481428665,2241300,8,2238700,1
34273.580560532,2241300,8,2238600,100
34273.580560532,2241300,8,2238600,1
34273.777957454,2241300,8,2239800,100
34273.778069959,2241300,8,2239800,35
34273.778071743,2241300,8,2238600,1
34275.373462102,2241300,8,2240200,100
34275.373845302,2241300,8,2238600,1
34275.409932589,2241300,9,2238600,1
34276.757112215,2240200,1,2238600,1
34280.572697869,2241200,1,2238600,1
34283.720559708,2241200,1,2238600,1
34283.723111906,2241200,1,2238600,1
34285.523171297,2241300,8,2238600,1
34285.599642589,2241300,8,2238400,22
34287.830306672,2241900,300,2238400,22
34288.733528968,2241900,300,2238400,122
34289.50116176,2240500,100,2238400,122
34289.504443505,2240500,200,2238400,122
34293.413868904,2240500,200,2238400,122
34297.208367828,2240500,200,2238400,122
34297.208367828,2240500,200,2238400,122
34297.208367828,2240500,100,2238400,122
34297.208367828,2240500,4,2238400,122
34297.20844806,2241000,1,2238400,122
34297.318326126,2241900,300,2238400,122
34303.331437641,2241900,300,2238400,122
34303.331437641,2241900,300,2238400,122
34303.352525322,2241900,300,2238400,122
34303.352525322,2241900,300,2238400,122
34303.449611048,2240000,1,2238400,122
34303.676516992,2240000,1,2238400,122
34303.676516992,2240000,1,2238400,100
34303.676516992,2240000,1,2238400,67
34303.676633108,2240000,1,2236500,2
34303.774660722,2240000,1,2238200,100
34303.774770353,2240000,1,2236500,2
34303.774770353,2240000,1,2238100,100
34303.886308993,2240000,11,2238100,100
34303.886423688,2240000,11,2236500,2
34303.886423688,2240000,11,2238000,100
34304.18346964,2240000,10,2238000,100
34304.259734597,2240000,11,2238000,100
34306.974443323,2240000,11,2238000,100
34307.01537131,2240000,11,2238000,100
34307.01537131,2240000,11,2236500,2
34307.760800374,2240000,11,2236500,2
34307.762314188,2240000,1,2236500,2
34307.762428852,2239000,10,2236500,2
34307.805756232,2240000,1,2236500,2
34307.805874894,2240000,11,2236500,2
34307.879459182,2239500,1,2236500,2
34307.900942432,2239000,10,2236500,2
34307.906090773,2239500,1,2236500,2
34307.975053503,2239000,10,2236500,2
34308.09194531,2239500,1,2236500,2
34308.24050751,2239500,1,2236500,2
34308.24050751,2239500,1,2236500,2
34309.163587359,2239500,1,2236500,2
34309.168318168,2239500,11,2236500,2
34309.17127297,2239500,1,2236500,2
34309.172333237,2239500,11,2236500,2
34309.396377585,2239500,11,2236500,2
34309.724071262,2239500,11,2236500,2
34309.724071262,2239500,11,2236500,2
34309.729740843,2239500,11,2236600,100
34309.731364919,2239500,11,2236500,2
34309.73335404,2239500,11,2236500,2
34309.814413615,2239500,1,2236500,2
34309.81452914,2239400,10,2236500,2
34309.820541761,2239500,1,2236500,2
34309.820660363,2239300,10,2236500,2
34309.826677544,2239500,1,2236500,2
34309.82678364,2239200,10,2236500,2
34309.874457615,2239500,1,2236500,2
34309.874562124,2239100,10,2236500,2
34309.903927904,2239100,10,2236100,11
34309.905401657,2239100,10,2236000,15
34309.905493242,2239100,10,2235000,100
34309.935023582,2239500,1,2235000,100
34309.935135681,2238900,10,2235000,100
34310.049966007,2238900,10,2237700,100
34310.05008884,2238900,10,2235000,100
34310.250442987,2239500,1,2235000,100
34310.250559105,2238200,10,2235000,100
34310.319349001,2236000,1,2235000,100
34310.319445283,2238200,10,2235000,100
34310.320447107,2238100,1,2235000,100
34311.114261675,2238100,1,2235000,100
34311.248716123,2238100,1,2237300,100
34311.248829896,2238100,1,2237300,61
34311.248832108,2238100,1,2235000,100
34312.922501137,2238100,1,2235000,100
34312.997740668,2236700,1,2235000,100
34314.089771135,2236700,1,2235000,100
34314.290483232,2236700,1,2235000,100
34317.492216779,2236700,1,2235000,100
34317.492216779,2238100,1,2235000,100
34318.693912228,2237000,99,2235000,100
34318.955212478,2237000,99,2234900,61
34318.955374565,2237000,99,2235000,94
34320.529624332,2237000,63,2235000,94
34322.029388112,2237000,14,2235000,94
34322.029499668,2238100,1,2235000,94
34323.015938125,2238100,1,2235000,94
34323.955107319,2238100,1,2235000,94
34323.955107319,2238100,1,2235000,94
34323.955107319,2238100,1,2235000,94
34323.960412884,2238200,10,2235000,94
34323.960412884,2238600,2,2235000,94
34324.036795386,2241900,300,2235000,94
34326.285424726,2238900,100,2235000,94
34328.983815413,2238900,100,2235000,94
34328.99197562,2241900,300,2235000,94
34329.733823743,2241900,300,2236100,100
34331.473240382,2241900,300,2239200,100
34331.475862848,2241900,300,2239200,100
34331.475862848,2241900,300,2239200,100
34331.641287078,2241900,300,2239900,100
34331.997076966,2241900,300,2239900,100
34334.312939243,2241900,300,2241700,200
34334.313052854,2241900,200,2241700,200
34334.31308303,2241900,200,2241700,300
34334.313122274,2241900,13,2241700,300
34334.31313661,2241900,13,2241700,100
34334.313164743,2243600,100,2241700,100
34334.31322266,2243600,100,2239200,100
34334.31322266,2243600,100,2241700,100
34334.313311754,2243600,100,2239200,100
34334.313311754,2243600,100,2241700,100
34334.337789563,2242800,1,2241700,100
34334.4335549,2243600,100,2241700,100
34334.439639946,2243600,100,2241700,100
34334.650755635,2243600,100,2241700,100
34334.650755635,2243600,1,2241700,100
34334.650886984,2243600,1,2236200,300
34334.650886984,2243600,1,2242800,100
34334.650990622,2243600,1,2236200,300
34334.650990622,2243600,1,2240600,100
34334.77609045,2243600,1,2236100,100
34334.77609045,2243600,1,2240300,100
34334.84224548,2242500,50,2240300,100
34334.842372007,2242500,50,2236100,100
34334.842372007,2242500,50,2239700,100
34336.989056013,2242500,50,2236100,100
34336.989056013,2242500,50,2239400,100
34338.568644947,2242500,50,2241900,51
34338.568752096,2242500,50,2239400,100
34338.568788127,2242500,50,2236100,100
34338.568788127,2242500,50,2241800,100
34338.57704422,2242500,50,2241800,100
34338.57746592,2242500,50,2236100,100
34338.57998244,2242500,50,2236200,200
34338.580172803,2242500,50,2236100,100
34338.600258933,2242000,2,2236100,100
34338.647104678,2242000,2,2235200,5
34338.718822066,2242000,2,2236200,100
34338.771867834,2242000,2,2235200,5
34339.18248368,2242000,2,2236600,100
34339.266893274,2242000,2,2235200,5
34339.302889099,2242000,2,2235300,200
34339.306545204,2242000,2,2235200,5
34339.643435975,2242000,2,2235300,200
34339.64460833,2242000,2,2235200,5
34341.81144042,2242500,50,2235200,5
34345.300997572,2242500,50,2240500,100
34345.91245982,2242500,50,2240500,99
34346.151252424,2242500,50,2240500,98
34346.342334214,2242500,50,2235200,5
34346.349686489,2242500,50,2235200,5
34346.440109442,2242500,50,2239300,100
34346.440420409,2242500,50,2235200,5
34346.440420409,2242500,50,2239000,100
34347.565963644,2242000,200,2239000,100
34347.566107004,2242000,200,2235200,5
34347.566107004,2242000,200,2237900,100
34348.42300045,2241900,1,2237900,100
34348.424633349,2242000,200,2237900,100
34348.424633349,2241900,2,2237900,100
34348.591359809,2241900,2,2235200,5
34348.615040133,2241900,2,2235000,94
34348.835885633,2241900,2,2238200,100
34348.836259799,2241900,2,2235000,94
34349.294726903,2241900,102,2235000,94
34350.072817915,2241400,2,2235000,94
34350.072944278,2241300,2,2235000,94
34351.126507929,2241300,202,2235000,94
34352.745092553,2240000,200,2235000,94
34352.745226435,2239900,2,2235000,94
34352.757715015,2239900,2,2235000,94
34357.318056809,2239900,2,2238300,100
34357.318175769,2239900,2,2238300,98
34357.318428634,2239900,2,2235000,94
34357.923410664,2239400,100,2235000,94
34357.923525155,2239300,2,2235000,94
34357.942362267,2238400,2,2235000,94
34357.942476412,2238300,2,2235000,94
34367.395507637,2238400,2,2235000,94
34367.395507637,2238900,1,2235000,94
34367.493596883,2239400,300,2235000,94
34367.521110338,2238600,1,2235000,94
34367.52287082,2238600,2,2235000,94
34369.757504506,2238600,102,2235000,94
34372.184220624,2238600,302,2235000,94
34376.537934843,2238600,301,2235000,94
34376.539609224,2238600,300,2235000,94
34377.54756196,2238600,100,2235000,94
34377.54767164,2238300,200,2235000,94
34377.568087689,2237600,1,2235000,94
34377.569715065,2237600,2,2235000,94
34378.423656334,2237600,1,2235000,94
34378.423656334,2238300,200,2235000,94
34378.426210489,2238200,100,2235000,94
34378.435754289,2238200,100,2235000,94
34378.436354123,2238300,200,2235000,94
34378.43741492,2238200,100,2235000,94
34380.651736573,2238300,200,2235000,94
34380.689368228,2237900,100,2235000,94
34380.705832358,2237900,101,2235000,94
34386.849534174,2237900,100,2235000,94
34389.158911225,2237700,1,2235000,94
34391.717387269,2237700,101,2235000,94
34393.083517496,2237700,201,2235000,94
34394.943670842,2237500,100,2235000,94
34394.961784665,2237500,101,2235000,94
34395.842954443,2237500,1,2235000,94
34395.843912012,2237700,201,2235000,94
34395.8448386,2237700,200,2235000,94
34395.8448386,2237700,100,2235000,94
34395.8448386,2237700,1,2235000,94
34395.845004983,2239800,200,2235000,94
34395.846948302,2237700,100,2235000,94
34395.847114343,2239800,200,2235000,94
34395.84711567,2239800,200,2235000,94
34395.847426932,2237700,100,2235000,94
34395.847633378,2237700,4,2235000,94
34395.84765383,2239800,200,2235000,94
34395.847908744,2237700,100,2235000,94
34395.848862847,2237700,31,2235000,94
34395.849035972,2239800,200,2235000,94
34395.849053644,2239800,200,2235000,94
34395.849212413,2237700,100,2235000,94
34395.851468036,2239800,200,2235000,94
34395.851552647,2240000,200,2235000,94
34395.851552647,2239500,200,2235000,94
34395.851724689,2237700,100,2235000,94
34395.873668475,2237700,88,2235000,94
34395.87391655,2237700,188,2235000,94
34395.938548754,2237700,100,2235000,94
34395.938548754,2237700,88,2235000,94
34395.938879927,2237700,155,2235000,94
34396.023181395,2237700,67,2235000,94
34396.023181395,2239500,200,2235000,94
34396.023552171,2240000,200,2235000,94
34396.023552171,2239700,200,2235000,94
34396.036005286,2240000,200,2235000,94
34396.036005286,2239900,200,2235000,94
34396.786735934,2239900,200,2236000,7
34396.787103828,2240000,200,2236000,7
34397.204422176,2240000,200,2236000,507
34400.045403237,2239900,400,2236000,507
34400.295960669,2239900,200,2236000,507
34400.301749181,2240000,200,2236000,507
34402.151569693,2239900,200,2236000,507
34402.732493191,2239900,200,2236000,507
34402.779461169,2238800,1,2236000,507
34405.798614112,2239900,200,2236000,507
34406.543623358,2239900,200,2236500,100
34406.543642815,2239600,100,2236500,100
34406.544100238,2239600,500,2236500,100
34407.025340387,2239600,700,2236500,100
34409.326018975,2239600,500,2236500,100
34412.011528207,2239600,500,2237600,100
34414.718329966,2238900,43,2237600,100
34414.765462735,2238900,43,2236500,100
34415.990784614,2238900,43,2236500,98
34415.993047892,2238900,43,2236500,96
34418.450176448,2238900,43,2236500,96
34419.522912602,2239600,300,2236500,96
34419.523365514,2239600,300,2236500,96
34419.523365514,2239600,200,2236500,96
34419.523365514,2239600,55,2236500,96
34419.523455268,2239600,55,2236500,96
34419.524564079,2240000,200,2236500,96
34419.524564079,2239700,100,2236500,96
34419.525919553,2240000,200,2236500,96
34419.525919553,2239900,100,2236500,96
34419.531735333,2240000,200,2236500,96
34420.718919784,2238600,43,2236500,96
34420.719042321,2240000,200,2236500,96
34421.842313961,2240000,200,2236500,96
34427.758013538,2240000,300,2236500,96
34427.795746715,2239600,1,2236500,96
34429.923702123,2238600,2,2236500,96
34431.280330668,2238600,2,2236500,296
34431.282668515,2238600,2,2236500,96
34431.304092067,2239600,1,2236500,96
34431.306279344,2240000,300,2236500,96
34431.318109912,2240000,260,2236500,96
34433.005506593,2240000,160,2236500,96
34433.007066268,2241800,200,2236500,96
34433.007516692,2241800,200,2240000,100
34433.014322523,2242000,200,2240000,100
34433.722465837,2242000,200,2236500,196
34434.215529533,2242000,200,2237300,100
34435.906900805,2242000,200,2240000,100
34439.626716692,2242000,201,2240000,100
34442.016384147,2242000,201,2240000,100
34444.054217486,2242000,201,2240000,100
34444.055049901,2242000,201,2240000,100
34444.055049901,2242000,146,2240000,100
34444.055818191,2242000,46,2240000,100
34444.055922507,2242000,1,2240000,100
34444.055922507,2242500,50,2240000,100
34444.056320319,2242500,50,2242000,100
34444.056738019,2242900,30,2242000,100
34444.217387921,2243000,100,2242000,100
34444.217757848,2243600,1,2242000,100
34444.220538049,2244500,100,2242000,100
34444.272352818,2244500,100,2242000,100
34444.272352818,2244500,100,2242000,100
34444.463982225,2244500,100,2240000,100
34445.747977526,2244500,100,2242000,100
34445.985190929,2244500,100,2242000,200
34448.169454786,2244500,100,2242000,200
34448.779811264,2244500,100,2242000,200
34448.781128618,2244500,100,2242000,200
34449.856461104,2245000,5,2242000,200
34449.856836303,2244500,200,2242000,200
34449.857386782,2244500,200,2242000,200
34449.858003999,2244500,100,2242000,200
34449.860885033,2245000,5,2242000,200
34449.860885033,2245000,5,2242000,200
34449.86112417,2244500,125,2242000,200
34449.862959887,2244500,25,2242000,200
34449.863460598,2244500,4,2242000,200
34449.960380579,2245000,5,2242000,200
34450.02050021,2247500,10,2242000,200
34450.028401988,2247500,10,2244900,100
34450.049028254,2247500,10,2242000,200
34450.227028223,2247500,10,2244900,100
34450.227394692,2247500,10,2242000,200
34450.45008693,2247500,10,2244900,100
